100	3
0.236865	1.52196	0.481158	-0.525247
0.303339	1.06763	1.44	0.832019
1.1234	1.7741	0.488775	0.0677408
0.0736259	1.21509	0.950046	-0.094726
0.071424	1.4311	1.33782	0.462801
1.84241	1.55629	0.332142	0.854255
0.363683	1.42567	0.475504	-0.511195
1.99833	1.92254	1.27646	-0.279964
1.5223	1.11487	1.80254	-1.1934
0.487168	1.91556	0.521863	-0.210741
0.731878	1.39985	1.46684	0.206759
0.0952284	1.67769	0.94225	-0.0562268
0.554178	1.82183	1.15893	0.0678002
1.04776	1.15116	0.576852	0.0511098
1.94549	1.67565	1.37561	-0.471095
0.430097	1.94916	1.29938	0.140779
1.30646	1.07578	1.84926	-0.776051
0.154025	1.86148	1.40245	0.299375
0.746815	1.59819	1.10662	0.0342646
0.291675	1.40355	0.423611	-0.640431
0.699445	1.73321	1.09371	0.0302414
0.427419	1.31007	0.697659	-0.31611
1.44048	1.04285	1.40334	-0.572566
0.331726	1.10422	0.484133	-0.877309
1.18279	1.74593	1.78624	-0.160417
1.92621	1.46135	1.27884	-0.449372
0.428669	1.58107	1.63383	0.454051
1.13876	1.65697	1.7713	-0.131968
1.10757	1.34736	1.40977	-0.0819161
1.02967	1.57265	0.546501	0.0181956
1.96691	1.61684	0.697838	0.41738
1.24784	1.14698	1.847	-0.546951
0.931478	1.88168	0.593396	-0.0260311
0.599109	1.43678	1.4979	0.308563
0.482527	1.96295	1.21332	0.0903039
0.912851	1.21058	1.70685	0.13877
0.0889203	1.99399	1.75505	0.523707
1.13025	1.8688	0.860898	0.017546
0.329464	1.8251	1.56462	0.352593
1.34264	1.08524	0.367968	0.637182
1.28396	1.40074	0.451045	0.273455
0.135875	1.53047	0.601608	-0.446991
0.521566	1.66311	0.370705	-0.344525
1.77749	1.98218	1.22148	-0.159901
0.938858	1.95898	0.327619	-0.0354678
0.673438	1.68667	0.331487	-0.24684
1.66739	1.89798	1.85622	-0.571118
1.65805	1.62468	1.81361	-0.729443
0.106774	1.25309	1.64412	1.11109
1.65507	1.98675	1.26647	-0.15898
1.64942	1.93301	1.83224	-0.519648
0.512699	1.2964	0.145039	-0.783875
0.930348	1.41798	0.114153	-0.101504
0.106417	1.86557	0.713251	-0.223246
0.220618	1.45857	1.27147	0.305084
0.865302	1.24308	0.85215	-0.0423264
1.50451	1.41719	0.634637	0.324095
1.41144	1.65694	1.88639	-0.463996
0.510913	1.50856	1.83343	0.566273
0.939215	1.77154	1.70875	0.0454514
1.02646	1.49504	0.747232	0.010003
1.40775	1.01404	0.480206	0.719658
0.315777	1.23753	1.07407	0.102511
1.9606	1.88961	0.363564	0.638926
0.790556	1.02103	1.05389	0.0352704
0.721999	1.72997	0.0995132	-0.270465
0.162	1.88754	0.196933	-0.575995
1.2354	1.83108	1.75154	-0.180608
1.21059	1.44609	1.33104	-0.113782
1.5592	1.55272	0.424146	0.474713
1.5198	1.91284	1.12906	-0.0648596
1.65418	1.30882	1.74285	-1.01975
1.87759	1.58824	0.562331	0.562389
0.534361	1.08768	0.45896	-0.674913
0.708133	1.73186	1.87878	0.276092
0.998607	1.84057	1.57021	0.00078153
0.935942	1.96771	0.586433	-0.0226463
1.86187	1.38231	1.69709	-1.1591
0.612737	1.07471	0.108797	-0.954955
1.45363	1.9902	1.29658	-0.11923
0.785914	1.40913	0.378799	-0.218065
0.139802	1.28547	0.896486	-0.163949
0.911602	1.39506	0.232937	-0.115006
0.750029	1.86932	1.51356	0.119149
0.794067	1.63054	0.164142	-0.210983
1.89556	1.17664	0.19723	1.92218
0.629817	1.31547	0.817277	-0.125148
1.4403	1.74203	0.534361	0.236782
1.57152	1.0369	0.42855	1.08121
1.97941	1.15754	0.881072	0.325156
1.01735	1.57448	0.495917	0.0117846
1.68328	1.07703	0.669987	0.701207
1.50118	1.438	1.37739	-0.322873
1.52213	1.30055	0.699147	0.328634
1.62139	1.44438	1.13304	-0.141886
0.139981	1.89087	1.10323	0.0755483
0.321966	1.9086	1.55956	0.322851
1.09436	1.04758	0.0704123	0.269254
0.947725	1.08863	1.5886	0.0860442
1.75684	1.72567	0.698909	0.278492
